event_timestamp,city,temperature_c,humidity_pct,wind_kmh
2025-02-10 21:00:00,Brisbane,23.5,54,12.9
2025-02-10 22:00:00,Sydney,25.5,65,7.2
2025-02-10 23:00:00,Sydney,23.0,70,7.3
2025-02-11 00:00:00,Brisbane,29.8,49,11.7
2025-02-11 01:00:00,Perth,17.1,73,3.9
2025-02-11 02:00:00,Brisbane,16.3,72,9.4
2025-02-11 03:00:00,Melbourne,14.4,42,23.0
2025-02-11 04:00:00,Adelaide,23.2,54,2.4
2025-02-11 05:00:00,Perth,23.1,62,13.7
2025-02-11 06:00:00,Brisbane,19.9,94,9.2
2025-02-11 07:00:00,Perth,8.7,66,10.7
2025-02-11 08:00:00,Adelaide,19.9,57,19.5
2025-02-11 09:00:00,Sydney,30.1,93,34.3
2025-02-11 10:00:00,Perth,16.9,49,8.4
2025-02-11 11:00:00,Sydney,15.7,41,23.2
2025-02-11 12:00:00,Sydney,25.1,73,9.4
2025-02-11 13:00:00,Melbourne,24.9,86,20.4
2025-02-11 14:00:00,Sydney,24.0,47,15.6
2025-02-11 15:00:00,Sydney,11.4,52,6.5
